T_avg_delta,T_std_ratio,P_avg_ratio,P_std_ratio,Pw_ratio,Pwd_ratio,Pww_ratio
2.287466591282895,1.2091616880790248,1.0956839809884888,0.8744419845434362,1,1,1
2.3215312756990123,0.9061671271149402,0.8689166330471728,1.2514915921850598,1,1,1
2.993815532483552,1.3674182144138984,0.6383190959089781,1.2658580196818865,1,1,1
2.2981278268914487,1.1638639973679736,1.012721551541473,1.1824400863163738,1,1,1
2.3126959549753288,1.738220358090725,0.8037813131783893,1.189850905230319,1,1,1
2.47762386924342,1.474822033250119,0.9367768972348111,1.4716264878291063,1,1,1
2.4681929738898027,1.0538146055940982,0.9620963762622455,1.4054069215871208,1,1,1
2.3776187294407904,1.156757334369655,0.7768305880215223,0.7804501795835822,1,1,1
2.7688335217927644,1.2648207806925693,1.0230618624496841,0.7832925951442169,1,1,1
2.114067639802631,1.0645572262196596,1.1633942344285249,1.205939098489413,1,1,1
2.0377409282483576,0.7542551636182926,0.8184957807739898,1.3819791517296736,1,1,1
1.9594000565378273,1.1980234492939503,0.8956530078811749,1.3747352005147497,1,1,1
